chr8|128553084|128556361|IAPEz-int:ERVK:LTR|20|-	12.1959931479004	5.16873908402804	220.84534873956	5.91552163484996e-50	1.5073133634504e-44
chr9|68173546|68173736|B2_Mm1t:B2:SINE|16|-	9.60119271997912	2.6070701184954	174.334876872182	8.36477008992502e-40	1.42093185994565e-34
chrX|3707790|3709108|IAPEz-int:ERVK:LTR|61|-	10.4210139446074	3.41040519287513	166.294136150736	4.77106444117939e-38	6.07849115765689e-33
chrY|11210124|11212981|IAPEz-int:ERVK:LTR|10|-	9.58380766804789	2.59122691504194	159.796975747452	1.25316097178251e-36	1.20837811457608e-31
chrY|15895523|15898380|IAPEz-int:ERVK:LTR|10|-	9.58381186462414	2.59122691504194	159.544760223733	1.42270089017676e-36	1.20837811457608e-31
chr14|73056006|73057218|Lx7:L1:LINE|216|+	3.53605124564451	5.54420193461361	130.416084750423	3.32286715810501e-30	2.41910900149052e-25
chrY|23974709|23976634|L1VL2:L1:LINE|169|+	9.47017094535285	2.47926308631447	118.34978322839	1.45355782888085e-27	8.23057739832728e-23
chr3|144755950|144756505|RLTR34B_MM:ERVK:LTR|157|+	3.14101257645859	5.19041986309706	109.343038149426	1.36496196756042e-25	5.79668635978639e-21
chr3|144755658|144755943|B4:B4:SINE|288|-	3.05516492330381	4.64887771288672	93.6957881983871	3.67943040920355e-22	1.17192848070341e-17
chr14|121952822|121952954|B1F2:Alu:SINE|215|+	4.01597976049679	3.97067004813993	92.2375871105123	7.68707967211325e-22	2.30437396055568e-17
chr14|121952973|121953167|B3:B2:SINE|206|+	3.77854452361265	4.13292451561813	91.6367421345381	1.04141311219113e-21	2.94843144635031e-17
chr9|92289146|92289355|B3:B2:SINE|245|+	4.10291519209119	3.02461468008556	90.2108468692865	2.14085182599941e-21	5.74213642948968e-17
chr1|15855174|15855290|B1_Mus1:Alu:SINE|198|+	5.27266018025084	2.4886680376069	88.1986278130072	5.92009603440493e-21	1.43664661922914e-16
chr14|73049737|73050072|ORR1D2:ERVL-MaLR:LTR|289|+	3.92701849628221	3.19362439212079	84.1020246343188	4.69889257365444e-20	1.08846215506262e-15
chr1|15855303|15855379|B1_Mur2:Alu:SINE|224|+	4.92093679215498	1.9945452869273	77.1533347201245	1.58187320022303e-18	3.35892977993858e-14
chr7|127086155|127087526|RLTR1B-int:ERV1:LTR|193|-	3.94677391965996	7.82568259241716	77.0569844885778	1.66095773128063e-18	3.38578260924446e-14
chr9|92289360|92289524|B2_Mm2:B2:SINE|85|-	4.21219387742062	2.52835909159468	75.7765712539225	3.17647741612879e-18	6.22605455948324e-14
chr1|15855151|15855255|MT2B2:ERVL:LTR|202|+	5.10363692169091	2.00686411008242	74.6240655293952	5.69448021631128e-18	1.07480783202779e-13
chrY|68542200|68542592|MTC:ERVL-MaLR:LTR|255|+	8.31021643469846	1.37295273567275	71.3697954202366	2.96171506940633e-17	5.39045893451918e-13
chrY|77071607|77071999|MTC:ERVL-MaLR:LTR|255|-	8.29651180502742	1.36017932897068	70.8533920519223	3.84781537233776e-17	6.76171288049367e-13
chr1|164118690|164118811|L2:L2:LINE|333|-	3.74994309990834	2.62273094995813	70.5941650214858	4.38813031491139e-17	7.45416084724313e-13
chr3|144738218|144743578|L1Md_F2:L1:LINE|70|+	2.76475643756906	5.57116728904934	69.8688861511111	6.33803418775615e-17	1.04191761823386e-12
chr7|127084447|127084586|B1F2:Alu:SINE|324|-	4.34577713828632	3.04075403306129	66.6024772110626	3.32168431053722e-16	4.97874560748765e-12
chr1|15853723|15853902|ID_B1:B4:SINE|275|+	4.3377767713834	2.15669215177857	65.6403258213957	5.41199816774545e-16	7.66117950627573e-12
chr12|111977267|111977358|L2a:L2:LINE|371|+	2.87577804189983	2.06678568617548	64.8518829611291	8.07448841947437e-16	1.11212547754421e-11
chr15|63691506|63691748|Lx7:L1:LINE|250|+	4.81358677686609	2.14422249809607	64.6236041417913	9.06627374378383e-16	1.21586604247129e-11
chr1|15852789|15853178|HAL1:L1:LINE|317|-	3.53686656088276	2.81014244654779	63.728013886868	1.42838851779901e-15	1.86647527620797e-11
chr15|6814069|6814348|MER2:TcMar-Tigger:DNA|253|-	4.0013983292028	2.90018029963529	63.4860419445068	1.61507173415896e-15	2.03379290322542e-11
chr2|164394633|164394881|MLT1A:ERVL-MaLR:LTR|326|+	3.15334992095502	4.06581053477421	61.708704684272	3.98215995638413e-15	4.71944298105299e-11
chr2|164394556|164394649|ID_B1:B4:SINE|230|+	3.2746211203185	2.92802307459262	61.3153433762199	4.86275951809176e-15	5.63210333248476e-11
chr2|164395213|164395295|PB1D10:Alu:SINE|195|+	3.71940023620922	2.73470544445346	61.2612573119926	4.99819579614403e-15	5.66032345391188e-11
chr1|164115545|164115650|PB1D10:Alu:SINE|304|-	3.68273076845245	1.82634724770087	60.9521496855673	5.84790425253335e-15	6.47862615183974e-11
chr1|138640112|138640553|Lx5b:L1:LINE|146|-	2.94801456949101	4.88515376167676	60.2986599758724	8.15028694360825e-15	8.65310870873548e-11
chr7|119610744|119611057|L1M3a:L1:LINE|308|-	4.8968028500483	1.57938464521734	59.822830493907	1.03792335010218e-14	1.07946782084821e-10
chr5|119734492|119734949|RMER19C:ERVK:LTR|240|+	5.80316046879871	1.59634820455447	59.3699354208308	1.30649922395288e-14	1.33161797803259e-10
chr1|15854090|15854205|B3A:B2:SINE|248|-	4.71923422587853	1.22269161731053	59.3089247610645	1.34763957555225e-14	1.34661695493315e-10
chr7|127086097|127086155|RLTR1D:ERV1:LTR|52|-	3.81550485077553	2.67828872817255	59.1928265079037	1.42954021300218e-14	1.40098514724746e-10
chr17|83964484|83964709|MIRb:MIR:SINE|315|-	3.25094508593867	2.01420097597519	58.6590161689437	1.87506899917878e-14	1.76502155380318e-10
chr14|73050345|73052601|L1_Mus1:L1:LINE|58|+	3.12178423962966	3.74668643393439	58.5799044451595	1.95200068293981e-14	1.77636593577679e-10
chr7|92416886|92416990|MIRc:MIR:SINE|310|-	3.79213302503892	1.76360511329802	58.0314121657914	2.57965477344482e-14	2.26659587596471e-10
chr2|164396055|164396216|L2b:L2:LINE|348|-	3.58538723523619	3.27748180882413	57.7846939899467	2.92436396459078e-14	2.46574224134297e-10
chr12|111976376|111976447|L2b:L2:LINE|352|+	3.39503907030411	1.65004152222731	56.965731941167	4.4347246770799e-14	3.64515055945277e-10
